ENSMUSG00000000001	ENSG00000065135
ENSMUSG00000063785	ENSG00000253797
ENSMUSG00000063787	ENSG00000172586
ENSMUSG00000063796	ENSG00000149452
ENSMUSG00000063800	ENSG00000134748
ENSMUSG00000063801	ENSG00000157823
ENSMUSG00000063802	ENSG00000133265
ENSMUSG00000063804	ENSG00000187772
ENSMUSG00000063808	ENSG00000076650
ENSMUSG00000063810	ENSG00000116127
ENSMUSG00000063820	ENSG00000196503
ENSMUSG00000063821	ENSG00000188716
ENSMUSG00000063827	ENSG00000174339
ENSMUSG00000063838	ENSG00000167617
ENSMUSG00000063849	ENSG00000138621
ENSMUSG00000063851	ENSG00000165188
ENSMUSG00000063856	ENSG00000233276
ENSMUSG00000063867	ENSG00000255582
ENSMUSG00000063870	ENSG00000111642
ENSMUSG00000063873	ENSG00000185052
ENSMUSG00000063881	ENSG00000127780
ENSMUSG00000063881	ENSG00000180016
ENSMUSG00000063882	ENSG00000173660
ENSMUSG00000063882	ENSG00000233954
ENSMUSG00000063884	ENSG00000132300
ENSMUSG00000063887	ENSG00000169760
ENSMUSG00000063888	ENSG00000146223
ENSMUSG00000063889	ENSG00000095794
ENSMUSG00000063894	ENSG00000198315
ENSMUSG00000063895	ENSG00000139496
ENSMUSG00000063897	ENSG00000169084
ENSMUSG00000063903	ENSG00000142515
ENSMUSG00000063903	ENSG00000167748
ENSMUSG00000063903	ENSG00000167751
ENSMUSG00000063904	ENSG00000254986
ENSMUSG00000063919	ENSG00000139767
ENSMUSG00000063929	ENSG00000162365
ENSMUSG00000063929	ENSG00000187048
ENSMUSG00000063931	ENSG00000124299
ENSMUSG00000063935	ENSG00000182223
ENSMUSG00000063952	ENSG00000096070
ENSMUSG00000063953	ENSG00000123505
ENSMUSG00000063972	ENSG00000148200
ENSMUSG00000063975	ENSG00000084453
ENSMUSG00000064006	ENSG00000230301
ENSMUSG00000064006	ENSG00000231192
ENSMUSG00000064006	ENSG00000232535
ENSMUSG00000064006	ENSG00000233412
ENSMUSG00000064006	ENSG00000236032
ENSMUSG00000064006	ENSG00000279922
ENSMUSG00000064023	ENSG00000129455
ENSMUSG00000064030	ENSG00000170473
ENSMUSG00000064036	ENSG00000134042
ENSMUSG00000064037	ENSG00000198522
ENSMUSG00000064039	ENSG00000163823
ENSMUSG00000064044	ENSG00000187080
ENSMUSG00000064057	ENSG00000161055
ENSMUSG00000064061	ENSG00000198919
ENSMUSG00000064065	ENSG00000074706
ENSMUSG00000064068	ENSG00000173171
ENSMUSG00000064080	ENSG00000163520
ENSMUSG00000064090	ENSG00000028116
ENSMUSG00000064105	ENSG00000148842
ENSMUSG00000064109	ENSG00000126264
ENSMUSG00000064115	ENSG00000175161
ENSMUSG00000064120	ENSG00000124615
ENSMUSG00000064121	ENSG00000204694
ENSMUSG00000064125	ENSG00000183248
ENSMUSG00000064127	ENSG00000180182
ENSMUSG00000064128	ENSG00000151849
ENSMUSG00000064129	ENSG00000188408
ENSMUSG00000064138	ENSG00000113391
ENSMUSG00000064140	ENSG00000112343
ENSMUSG00000064141	ENSG00000187815
ENSMUSG00000064145	ENSG00000177479
ENSMUSG00000064147	ENSG00000255587
ENSMUSG00000064158	ENSG00000182264
ENSMUSG00000064165	ENSG00000196859
ENSMUSG00000064168	ENSG00000277224
ENSMUSG00000064177	ENSG00000157017
ENSMUSG00000064179	ENSG00000105048
ENSMUSG00000064181	ENSG00000258052
ENSMUSG00000064194	ENSG00000214189
ENSMUSG00000064201	ENSG00000172867
ENSMUSG00000064202	ENSG00000106686
ENSMUSG00000064210	ENSG00000177119
ENSMUSG00000064215	ENSG00000165949
ENSMUSG00000064220	ENSG00000272196
ENSMUSG00000064225	ENSG00000188582
ENSMUSG00000064232	ENSG00000170465
ENSMUSG00000064232	ENSG00000185479
ENSMUSG00000064232	ENSG00000205420
ENSMUSG00000064246	ENSG00000133048
ENSMUSG00000064247	ENSG00000182378
ENSMUSG00000064252	ENSG00000182783
ENSMUSG00000064252	ENSG00000196944
ENSMUSG00000064252	ENSG00000203661
ENSMUSG00000064254	ENSG00000105755
ENSMUSG00000064262	ENSG00000171115
ENSMUSG00000064264	ENSG00000131116
ENSMUSG00000064267	ENSG00000122986
ENSMUSG00000064272	ENSG00000179921
ENSMUSG00000064280	ENSG00000135205
ENSMUSG00000064284	ENSG00000205643
ENSMUSG00000064288	ENSG00000278637
ENSMUSG00000064289	ENSG00000136560
ENSMUSG00000064293	ENSG00000144619
ENSMUSG00000064302	ENSG00000074054
ENSMUSG00000064310	ENSG00000170044
ENSMUSG00000064317	ENSG00000130332
ENSMUSG00000064325	ENSG00000164161
ENSMUSG00000064326	ENSG00000184990
ENSMUSG00000064329	ENSG00000144285
ENSMUSG00000064330	ENSG00000139053
ENSMUSG00000064333	ENSG00000197263
ENSMUSG00000064333	ENSG00000279116
ENSMUSG00000064341	ENSG00000198888
ENSMUSG00000064345	ENSG00000198763
ENSMUSG00000064351	ENSG00000198804
ENSMUSG00000064354	ENSG00000198712
ENSMUSG00000064356	ENSG00000228253
ENSMUSG00000064357	ENSG00000198899
ENSMUSG00000064358	ENSG00000198938
ENSMUSG00000064360	ENSG00000198840
ENSMUSG00000064363	ENSG00000198886
ENSMUSG00000064367	ENSG00000198786
ENSMUSG00000064368	ENSG00000198695
ENSMUSG00000064370	ENSG00000198727
ENSMUSG00000064373	ENSG00000250722
ENSMUSG00000064377	ENSG00000212528
ENSMUSG00000064382	ENSG00000200320
ENSMUSG00000064389	ENSG00000252462
ENSMUSG00000064390	ENSG00000201264
ENSMUSG00000064392	ENSG00000199282
ENSMUSG00000064392	ENSG00000202231
ENSMUSG00000064392	ENSG00000206897
ENSMUSG00000064392	ENSG00000252192
ENSMUSG00000064392	ENSG00000277184
ENSMUSG00000064393	ENSG00000206832
ENSMUSG00000064394	ENSG00000201623
ENSMUSG00000064395	ENSG00000252101
ENSMUSG00000064397	ENSG00000222931
ENSMUSG00000064397	ENSG00000222979
ENSMUSG00000064398	ENSG00000222426
ENSMUSG00000064398	ENSG00000222624
ENSMUSG00000064398	ENSG00000222626
ENSMUSG00000064398	ENSG00000222659
ENSMUSG00000064398	ENSG00000222985
ENSMUSG00000064398	ENSG00000239122
ENSMUSG00000064398	ENSG00000252639
ENSMUSG00000064399	ENSG00000222449
ENSMUSG00000064400	ENSG00000212321
ENSMUSG00000064400	ENSG00000281710
ENSMUSG00000064405	ENSG00000201393
ENSMUSG00000064407	ENSG00000207451
ENSMUSG00000064409	ENSG00000252642
ENSMUSG00000064412	ENSG00000206625
ENSMUSG00000064414	ENSG00000201415
ENSMUSG00000064419	ENSG00000251752
ENSMUSG00000064424	ENSG00000207198
ENSMUSG00000064427	ENSG00000206633
ENSMUSG00000064428	ENSG00000206996
ENSMUSG00000064429	ENSG00000206638
ENSMUSG00000064432	ENSG00000202347
ENSMUSG00000064433	ENSG00000200857
ENSMUSG00000064435	ENSG00000201133
ENSMUSG00000064435	ENSG00000202183
ENSMUSG00000064435	ENSG00000202434
ENSMUSG00000064436	ENSG00000238898
ENSMUSG00000064437	ENSG00000277108
ENSMUSG00000064441	ENSG00000206775
ENSMUSG00000064444	ENSG00000201869
ENSMUSG00000064444	ENSG00000252643
ENSMUSG00000064444	ENSG00000252933
ENSMUSG00000064450	ENSG00000200084
ENSMUSG00000064451	ENSG00000201998
ENSMUSG00000064452	ENSG00000200215
ENSMUSG00000064453	ENSG00000206680
ENSMUSG00000064455	ENSG00000199454
ENSMUSG00000064455	ENSG00000201168
ENSMUSG00000064467	ENSG00000212242
ENSMUSG00000064472	ENSG00000252729
ENSMUSG00000064476	ENSG00000200296
ENSMUSG00000064477	ENSG00000201384
ENSMUSG00000064481	ENSG00000200338
ENSMUSG00000064485	ENSG00000200296
ENSMUSG00000064490	ENSG00000238898
ENSMUSG00000064491	ENSG00000206832
ENSMUSG00000064493	ENSG00000272533
ENSMUSG00000064494	ENSG00000199308
ENSMUSG00000064495	ENSG00000206838
ENSMUSG00000064500	ENSG00000264549
ENSMUSG00000064507	ENSG00000199545
ENSMUSG00000064507	ENSG00000201931
ENSMUSG00000064507	ENSG00000222585
ENSMUSG00000064507	ENSG00000251698
ENSMUSG00000064507	ENSG00000252366
ENSMUSG00000064507	ENSG00000252650
ENSMUSG00000064507	ENSG00000252972
ENSMUSG00000064507	ENSG00000274467
ENSMUSG00000064510	ENSG00000200924
ENSMUSG00000064510	ENSG00000201709
ENSMUSG00000064510	ENSG00000206724
ENSMUSG00000064513	ENSG00000199282
ENSMUSG00000064513	ENSG00000202231
ENSMUSG00000064513	ENSG00000206897
ENSMUSG00000064513	ENSG00000252192
ENSMUSG00000064513	ENSG00000277184
ENSMUSG00000064514	ENSG00000199574
ENSMUSG00000064515	ENSG00000199322
ENSMUSG00000064519	ENSG00000202411
ENSMUSG00000064519	ENSG00000222244
ENSMUSG00000064519	ENSG00000223113
ENSMUSG00000064525	ENSG00000201302
ENSMUSG00000064532	ENSG00000206871
ENSMUSG00000064532	ENSG00000207237
ENSMUSG00000064532	ENSG00000212459
ENSMUSG00000064532	ENSG00000252117
ENSMUSG00000064532	ENSG00000252475
ENSMUSG00000064536	ENSG00000200733
ENSMUSG00000064536	ENSG00000207109
ENSMUSG00000064536	ENSG00000207199
ENSMUSG00000064536	ENSG00000252408
ENSMUSG00000064540	ENSG00000238649
ENSMUSG00000064541	ENSG00000201170
ENSMUSG00000064542	ENSG00000281859
ENSMUSG00000064543	ENSG00000201142
ENSMUSG00000064543	ENSG00000202167
ENSMUSG00000064543	ENSG00000206791
ENSMUSG00000064543	ENSG00000270384
ENSMUSG00000064547	ENSG00000199831
ENSMUSG00000064548	ENSG00000201708
ENSMUSG00000064548	ENSG00000252315
ENSMUSG00000064548	ENSG00000252667
ENSMUSG00000064551	ENSG00000199469
ENSMUSG00000064555	ENSG00000200789
ENSMUSG00000064555	ENSG00000200997
ENSMUSG00000064558	ENSG00000201457
ENSMUSG00000064563	ENSG00000206913
ENSMUSG00000064563	ENSG00000207088
ENSMUSG00000064563	ENSG00000207496
ENSMUSG00000064565	ENSG00000238898
ENSMUSG00000064567	ENSG00000200394
ENSMUSG00000064570	ENSG00000199282
ENSMUSG00000064570	ENSG00000202231
ENSMUSG00000064570	ENSG00000206897
ENSMUSG00000064570	ENSG00000252192
ENSMUSG00000064570	ENSG00000277184
ENSMUSG00000064573	ENSG00000199934
ENSMUSG00000064573	ENSG00000202023
ENSMUSG00000064573	ENSG00000212278
ENSMUSG00000064574	ENSG00000212561
ENSMUSG00000064579	ENSG00000252135
ENSMUSG00000064579	ENSG00000252826
ENSMUSG00000064580	ENSG00000272020
ENSMUSG00000064581	ENSG00000202189
ENSMUSG00000064585	ENSG00000199266
ENSMUSG00000064586	ENSG00000207298
ENSMUSG00000064587	ENSG00000199325
ENSMUSG00000064590	ENSG00000207255
ENSMUSG00000064591	ENSG00000207266
ENSMUSG00000064595	ENSG00000273544
ENSMUSG00000064597	ENSG00000207313
ENSMUSG00000064601	ENSG00000206716
ENSMUSG00000064602	ENSG00000207406
ENSMUSG00000064602	ENSG00000207516
ENSMUSG00000064604	ENSG00000273544
ENSMUSG00000064612	ENSG00000202275
ENSMUSG00000064612	ENSG00000207047
ENSMUSG00000064618	ENSG00000252553
ENSMUSG00000064620	ENSG00000206776
ENSMUSG00000064620	ENSG00000206799
ENSMUSG00000064622	ENSG00000278274
ENSMUSG00000064630	ENSG00000200550
ENSMUSG00000064632	ENSG00000199570
ENSMUSG00000064632	ENSG00000200048
ENSMUSG00000064634	ENSG00000201541
ENSMUSG00000064634	ENSG00000202059
ENSMUSG00000064637	ENSG00000207392
ENSMUSG00000064642	ENSG00000207503
ENSMUSG00000064644	ENSG00000202240
ENSMUSG00000064647	ENSG00000206602
ENSMUSG00000064653	ENSG00000201104
ENSMUSG00000064655	ENSG00000201457
ENSMUSG00000064658	ENSG00000199959
ENSMUSG00000064659	ENSG00000200759
ENSMUSG00000064663	ENSG00000202337
ENSMUSG00000064664	ENSG00000273744
ENSMUSG00000064665	ENSG00000201133
ENSMUSG00000064665	ENSG00000202183
ENSMUSG00000064665	ENSG00000202434
ENSMUSG00000064666	ENSG00000199785
ENSMUSG00000064669	ENSG00000206836
ENSMUSG00000064670	ENSG00000252061
ENSMUSG00000064671	ENSG00000201302
ENSMUSG00000064672	ENSG00000199959
ENSMUSG00000064677	ENSG00000253000
ENSMUSG00000064685	ENSG00000207183
ENSMUSG00000064686	ENSG00000200366
ENSMUSG00000064688	ENSG00000222844
ENSMUSG00000064688	ENSG00000222870
ENSMUSG00000064691	ENSG00000252686
ENSMUSG00000064692	ENSG00000201619
ENSMUSG00000064692	ENSG00000207027
ENSMUSG00000064692	ENSG00000207094
ENSMUSG00000064692	ENSG00000212338
ENSMUSG00000064692	ENSG00000212395
ENSMUSG00000064693	ENSG00000199594
ENSMUSG00000064693	ENSG00000206778
ENSMUSG00000064693	ENSG00000207242
ENSMUSG00000064696	ENSG00000207280
ENSMUSG00000064697	ENSG00000252473
ENSMUSG00000064706	ENSG00000199220
ENSMUSG00000064706	ENSG00000199424
ENSMUSG00000064706	ENSG00000201529
ENSMUSG00000064706	ENSG00000201563
ENSMUSG00000064706	ENSG00000201830
ENSMUSG00000064706	ENSG00000202027
ENSMUSG00000064706	ENSG00000207408
ENSMUSG00000064706	ENSG00000207416
ENSMUSG00000064706	ENSG00000238585
ENSMUSG00000064706	ENSG00000281322
ENSMUSG00000064709	ENSG00000202304
ENSMUSG00000064714	ENSG00000200058
ENSMUSG00000064715	ENSG00000199767
ENSMUSG00000064717	ENSG00000200463
ENSMUSG00000064719	ENSG00000199301
ENSMUSG00000064719	ENSG00000200013
ENSMUSG00000064719	ENSG00000200153
ENSMUSG00000064719	ENSG00000202186
ENSMUSG00000064721	ENSG00000275043
ENSMUSG00000064722	ENSG00000252840
ENSMUSG00000064724	ENSG00000199363
ENSMUSG00000064725	ENSG00000208883
ENSMUSG00000064725	ENSG00000272296
ENSMUSG00000064726	ENSG00000202142
ENSMUSG00000064728	ENSG00000201182
ENSMUSG00000064731	ENSG00000200051
ENSMUSG00000064731	ENSG00000200422
ENSMUSG00000064731	ENSG00000200706
ENSMUSG00000064731	ENSG00000201487
ENSMUSG00000064732	ENSG00000212605
ENSMUSG00000064734	ENSG00000222431
ENSMUSG00000064737	ENSG00000206939
ENSMUSG00000064741	ENSG00000201403
ENSMUSG00000064741	ENSG00000202479
ENSMUSG00000064751	ENSG00000200913
ENSMUSG00000064761	ENSG00000278274
ENSMUSG00000064762	ENSG00000195024
ENSMUSG00000064765	ENSG00000200857
ENSMUSG00000064767	ENSG00000200530
ENSMUSG00000064768	ENSG00000206630
ENSMUSG00000064776	ENSG00000212321
ENSMUSG00000064776	ENSG00000281710
ENSMUSG00000064778	ENSG00000207031
ENSMUSG00000064779	ENSG00000200575
ENSMUSG00000064780	ENSG00000264549
ENSMUSG00000064788	ENSG00000199959
ENSMUSG00000064791	ENSG00000200879
ENSMUSG00000064795	ENSG00000222076
ENSMUSG00000064796	ENSG00000277925
ENSMUSG00000064797	ENSG00000201410
ENSMUSG00000064797	ENSG00000202314
ENSMUSG00000064798	ENSG00000199953
ENSMUSG00000064801	ENSG00000201909
ENSMUSG00000064801	ENSG00000252282
ENSMUSG00000064802	ENSG00000238898
ENSMUSG00000064805	ENSG00000253099
ENSMUSG00000064814	ENSG00000201384
ENSMUSG00000064818	ENSG00000201474
ENSMUSG00000064823	ENSG00000202400
ENSMUSG00000064824	ENSG00000201550
ENSMUSG00000064824	ENSG00000201662
ENSMUSG00000064824	ENSG00000206674
ENSMUSG00000064824	ENSG00000238941
ENSMUSG00000064829	ENSG00000200831
ENSMUSG00000064831	ENSG00000207264
ENSMUSG00000064834	ENSG00000199551
ENSMUSG00000064836	ENSG00000252473
ENSMUSG00000064837	ENSG00000206885
ENSMUSG00000064840	ENSG00000207264
ENSMUSG00000064841	ENSG00000207217
ENSMUSG00000064842	ENSG00000223087
ENSMUSG00000064843	ENSG00000251763
ENSMUSG00000064845	ENSG00000222960
ENSMUSG00000064850	ENSG00000278274
ENSMUSG00000064851	ENSG00000201659
ENSMUSG00000064853	ENSG00000200816
ENSMUSG00000064854	ENSG00000206954
ENSMUSG00000064858	ENSG00000276161
ENSMUSG00000064871	ENSG00000271982
ENSMUSG00000064880	ENSG00000200418
ENSMUSG00000064883	ENSG00000200857
ENSMUSG00000064884	ENSG00000200759
ENSMUSG00000064889	ENSG00000238898
ENSMUSG00000064897	ENSG00000201733
ENSMUSG00000064897	ENSG00000253049
ENSMUSG00000064897	ENSG00000280636
ENSMUSG00000064897	ENSG00000281863
ENSMUSG00000064899	ENSG00000200463
ENSMUSG00000064901	ENSG00000199293
ENSMUSG00000064905	ENSG00000252328
ENSMUSG00000064909	ENSG00000207202
ENSMUSG00000064918	ENSG00000280554
ENSMUSG00000064919	ENSG00000252622
ENSMUSG00000064921	ENSG00000199921
ENSMUSG00000064921	ENSG00000223217
ENSMUSG00000064923	ENSG00000206585
ENSMUSG00000064923	ENSG00000206588
ENSMUSG00000064923	ENSG00000206596
ENSMUSG00000064923	ENSG00000206652
ENSMUSG00000064923	ENSG00000206737
ENSMUSG00000064923	ENSG00000207005
ENSMUSG00000064923	ENSG00000207205
ENSMUSG00000064923	ENSG00000207389
ENSMUSG00000064923	ENSG00000207501
ENSMUSG00000064923	ENSG00000207513
ENSMUSG00000064923	ENSG00000270722
ENSMUSG00000064923	ENSG00000273768
ENSMUSG00000064923	ENSG00000274210
ENSMUSG00000064923	ENSG00000275405
ENSMUSG00000064923	ENSG00000275538
ENSMUSG00000064923	ENSG00000277918
ENSMUSG00000064925	ENSG00000202363
ENSMUSG00000064928	ENSG00000252627
ENSMUSG00000064930	ENSG00000207406
ENSMUSG00000064930	ENSG00000207516
ENSMUSG00000064932	ENSG00000199556
ENSMUSG00000064932	ENSG00000200114
ENSMUSG00000064932	ENSG00000207341
ENSMUSG00000064938	ENSG00000201003
ENSMUSG00000064938	ENSG00000249020
ENSMUSG00000064940	ENSG00000202000
ENSMUSG00000064943	ENSG00000194297
ENSMUSG00000064945	ENSG00000199290
ENSMUSG00000064945	ENSG00000199291
ENSMUSG00000064945	ENSG00000199398
ENSMUSG00000064945	ENSG00000199471
ENSMUSG00000064945	ENSG00000199487
ENSMUSG00000064945	ENSG00000199635
ENSMUSG00000064945	ENSG00000199716
ENSMUSG00000064945	ENSG00000199797
ENSMUSG00000064945	ENSG00000199911
ENSMUSG00000064945	ENSG00000200164
ENSMUSG00000064945	ENSG00000200361
ENSMUSG00000064945	ENSG00000200506
ENSMUSG00000064945	ENSG00000200521
ENSMUSG00000064945	ENSG00000201023
ENSMUSG00000064945	ENSG00000201084
ENSMUSG00000064945	ENSG00000202469
ENSMUSG00000064945	ENSG00000207303
ENSMUSG00000064945	ENSG00000238783
ENSMUSG00000064945	ENSG00000274046
ENSMUSG00000064945	ENSG00000274484
ENSMUSG00000064945	ENSG00000274790
ENSMUSG00000064945	ENSG00000276546
ENSMUSG00000064945	ENSG00000276902
ENSMUSG00000064945	ENSG00000276932
ENSMUSG00000064945	ENSG00000277428
ENSMUSG00000064945	ENSG00000277777
ENSMUSG00000064949	ENSG00000278274
ENSMUSG00000064954	ENSG00000201825
ENSMUSG00000064956	ENSG00000206903
ENSMUSG00000064960	ENSG00000202343
ENSMUSG00000064960	ENSG00000206612
ENSMUSG00000064960	ENSG00000206647
ENSMUSG00000064961	ENSG00000199959
ENSMUSG00000064966	ENSG00000207445
ENSMUSG00000064967	ENSG00000253000
ENSMUSG00000064982	ENSG00000222222
ENSMUSG00000064982	ENSG00000222355
ENSMUSG00000064982	ENSG00000252066
ENSMUSG00000064983	ENSG00000207083
ENSMUSG00000064984	ENSG00000208797
ENSMUSG00000064987	ENSG00000206687
ENSMUSG00000065004	ENSG00000201827
ENSMUSG00000065004	ENSG00000202283
ENSMUSG00000065004	ENSG00000252045
ENSMUSG00000065005	ENSG00000199545
ENSMUSG00000065005	ENSG00000201931
ENSMUSG00000065005	ENSG00000222585
ENSMUSG00000065005	ENSG00000251698
ENSMUSG00000065005	ENSG00000252366
ENSMUSG00000065005	ENSG00000252650
ENSMUSG00000065005	ENSG00000252972
ENSMUSG00000065005	ENSG00000274467
ENSMUSG00000065016	ENSG00000200983
ENSMUSG00000065016	ENSG00000251778
ENSMUSG00000065017	ENSG00000199932
ENSMUSG00000065027	ENSG00000201170
ENSMUSG00000065028	ENSG00000201863
ENSMUSG00000065028	ENSG00000207147
ENSMUSG00000065029	ENSG00000201044
ENSMUSG00000065037	ENSG00000202198
ENSMUSG00000065040	ENSG00000201183
ENSMUSG00000065040	ENSG00000206828
ENSMUSG00000065040	ENSG00000277610
ENSMUSG00000065041	ENSG00000206760
ENSMUSG00000065042	ENSG00000223096
ENSMUSG00000065044	ENSG00000199535
ENSMUSG00000065045	ENSG00000212605
ENSMUSG00000065047	ENSG00000200857
ENSMUSG00000065049	ENSG00000239023
ENSMUSG00000065057	ENSG00000201659
ENSMUSG00000065061	ENSG00000206910
ENSMUSG00000065072	ENSG00000201348
ENSMUSG00000065080	ENSG00000207312
ENSMUSG00000065086	ENSG00000201133
ENSMUSG00000065086	ENSG00000202183
ENSMUSG00000065086	ENSG00000202434
ENSMUSG00000065088	ENSG00000252473
ENSMUSG00000065089	ENSG00000207493
ENSMUSG00000065089	ENSG00000212371
ENSMUSG00000065091	ENSG00000253005
ENSMUSG00000065094	ENSG00000278261
ENSMUSG00000065095	ENSG00000202449
ENSMUSG00000065096	ENSG00000199932
ENSMUSG00000065097	ENSG00000201467
ENSMUSG00000065097	ENSG00000201544
ENSMUSG00000065100	ENSG00000206597
ENSMUSG00000065104	ENSG00000206983
ENSMUSG00000065105	ENSG00000206910
ENSMUSG00000065107	ENSG00000199373
ENSMUSG00000065110	ENSG00000206979
ENSMUSG00000065111	ENSG00000200033
ENSMUSG00000065115	ENSG00000207441
ENSMUSG00000065118	ENSG00000207008
ENSMUSG00000065124	ENSG00000201302
ENSMUSG00000065126	ENSG00000199753
ENSMUSG00000065138	ENSG00000206625
ENSMUSG00000065143	ENSG00000206583
ENSMUSG00000065145	ENSG00000199990
ENSMUSG00000065145	ENSG00000202111
ENSMUSG00000065145	ENSG00000202515
ENSMUSG00000065151	ENSG00000252473
ENSMUSG00000065160	ENSG00000251878
ENSMUSG00000065162	ENSG00000199385
ENSMUSG00000065162	ENSG00000253078
ENSMUSG00000065165	ENSG00000206981
ENSMUSG00000065176	ENSG00000276027
ENSMUSG00000065181	ENSG00000199977
ENSMUSG00000065188	ENSG00000238898
ENSMUSG00000065191	ENSG00000201170
ENSMUSG00000065192	ENSG00000206832
ENSMUSG00000065193	ENSG00000222736
ENSMUSG00000065198	ENSG00000202490
ENSMUSG00000065199	ENSG00000206812
ENSMUSG00000065200	ENSG00000201302
ENSMUSG00000065201	ENSG00000201243
ENSMUSG00000065202	ENSG00000201660
ENSMUSG00000065202	ENSG00000206649
ENSMUSG00000065202	ENSG00000206947
ENSMUSG00000065202	ENSG00000252689
ENSMUSG00000065208	ENSG00000263776
ENSMUSG00000065211	ENSG00000281910
ENSMUSG00000065215	ENSG00000199497
ENSMUSG00000065219	ENSG00000201675
ENSMUSG00000065221	ENSG00000206922
ENSMUSG00000065223	ENSG00000252859
ENSMUSG00000065226	ENSG00000206977
ENSMUSG00000065226	ENSG00000207100
ENSMUSG00000065226	ENSG00000207304
ENSMUSG00000065226	ENSG00000207410
ENSMUSG00000065226	ENSG00000212586
ENSMUSG00000065228	ENSG00000199934
ENSMUSG00000065228	ENSG00000202023
ENSMUSG00000065228	ENSG00000212278
ENSMUSG00000065231	ENSG00000212580
ENSMUSG00000065231	ENSG00000212620
ENSMUSG00000065236	ENSG00000202175
ENSMUSG00000065237	ENSG00000206590
ENSMUSG00000065238	ENSG00000222222
ENSMUSG00000065238	ENSG00000222355
ENSMUSG00000065238	ENSG00000252066
ENSMUSG00000065239	ENSG00000201517
ENSMUSG00000065242	ENSG00000201752
ENSMUSG00000065245	ENSG00000207041
ENSMUSG00000065246	ENSG00000201789
ENSMUSG00000065246	ENSG00000207149
ENSMUSG00000065246	ENSG00000252515
ENSMUSG00000065246	ENSG00000252562
ENSMUSG00000065246	ENSG00000252651
ENSMUSG00000065248	ENSG00000207503
ENSMUSG00000065255	ENSG00000201457
ENSMUSG00000065258	ENSG00000206611
ENSMUSG00000065259	ENSG00000202189
ENSMUSG00000065260	ENSG00000253026
ENSMUSG00000065261	ENSG00000200665
ENSMUSG00000065262	ENSG00000207503
ENSMUSG00000065266	ENSG00000280498
ENSMUSG00000065269	ENSG00000201542
ENSMUSG00000065269	ENSG00000201980
ENSMUSG00000065269	ENSG00000202374
ENSMUSG00000065270	ENSG00000206625
ENSMUSG00000065272	ENSG00000226572
ENSMUSG00000065273	ENSG00000201785
ENSMUSG00000065273	ENSG00000223294
ENSMUSG00000065274	ENSG00000200792
ENSMUSG00000065275	ENSG00000201532
ENSMUSG00000065277	ENSG00000200189
ENSMUSG00000065280	ENSG00000274544
ENSMUSG00000065281	ENSG00000275996
ENSMUSG00000065282	ENSG00000207145
ENSMUSG00000065283	ENSG00000206898
ENSMUSG00000065287	ENSG00000271798
ENSMUSG00000065289	ENSG00000199783
ENSMUSG00000065289	ENSG00000200112
ENSMUSG00000065289	ENSG00000200377
ENSMUSG00000065289	ENSG00000200753
ENSMUSG00000065289	ENSG00000201151
ENSMUSG00000065289	ENSG00000207299
ENSMUSG00000065289	ENSG00000207444
ENSMUSG00000065289	ENSG00000229686
ENSMUSG00000065291	ENSG00000207336
ENSMUSG00000065293	ENSG00000200857
ENSMUSG00000065295	ENSG00000199744
ENSMUSG00000065295	ENSG00000253094
ENSMUSG00000065298	ENSG00000201170
ENSMUSG00000065301	ENSG00000206678
ENSMUSG00000065304	ENSG00000206603
ENSMUSG00000065304	ENSG00000206634
ENSMUSG00000065304	ENSG00000207344
